ID,rank2018,player_name2018,team2018,batting_average2018,numOfGames2018,plate_appearances2018,atbat2018,hits2018,HRｓ2018,RBI2018,盗塁2018,walks2018,deadball2018,strike_out2018,sacrifice_bunt2018,double_play2018,On_base_percentage2018,Slugging_percentage2018,OPS2018,RC272018,XR272018,rank2017,player_name2017,team2017,batting_average2017,numOfGames2017,plate_appearances2017,atbat2017,hits2017,HRｓ2017,RBI2017,盗塁2017,walks2017,deadball2017,strike_out2017,sacrifice_bunt2017,double_play2017,On_base_percentage2017,Slugging_percentage2017,OPS2017,RC272017,XR272017,rank2016,player_name2016,team2016,batting_average2016,numOfGames2016,plate_appearances2016,atbat2016,hits2016,HRｓ2016,RBI2016,盗塁2016,walks2016,deadball2016,strike_out2016,sacrifice_bunt2016,double_play2016,On_base_percentage2016,Slugging_percentage2016,OPS2016,RC272016,XR272016,rank2015,player_name2015,team2015,batting_average2015,numOfGames2015,plate_appearances2015,atbat2015,hits2015,HRｓ2015,RBI2015,盗塁2015,walks2015,deadball2015,strike_out2015,sacrifice_bunt2015,double_play2015,On_base_percentage2015,Slugging_percentage2015,OPS2015,RC272015,XR272015,rank2014,player_name2014,team2014,batting_average2014,numOfGames2014,plate_appearances2014,atbat2014,hits2014,HRｓ2014,RBI2014,盗塁2014,walks2014,deadball2014,strike_out2014,sacrifice_bunt2014,double_play2014,On_base_percentage2014,Slugging_percentage2014,OPS2014,RC272014,XR272014
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.0,赤坂　和幸,中日,0.0,7.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-2.74,-2.48,11.0,赤坂　和幸,中日,0.326,35.0,49.0,43.0,14.0,0.0,8.0,2.0,6.0,0.0,8.0,0.0,0.0,0.408,0.37200000000000005,0.78,7.05,6.68,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,サンチェス,楽天,0.226,66.0,232.0,199.0,45.0,7.0,18.0,3.0,27.0,4.0,40.0,0.0,4.0,0.32799999999999996,0.392,0.72,4.42,4.54,,,,,,,,,,,,,,,,,,,,,
45,264.0,坂倉　将吾,広島,0.125,9.0,9.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.222,0.25,0.47200000000000003,1.61,1.62,109.0,坂倉　将吾,広島,0.25,3.0,4.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,2.05,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.0,川本　良平,楽天,0.158,11.0,23.0,19.0,3.0,0.0,2.0,0.0,1.0,1.0,4.0,2.0,0.0,0.23800000000000002,0.21100000000000002,0.449,1.43,1.52,,,,,,,,,,,,,,,,,,,,,,272.0,川本　良平,ロッテ,0.158,21.0,41.0,38.0,6.0,2.0,6.0,0.0,0.0,0.0,8.0,3.0,0.0,0.158,0.368,0.526,1.73,1.93
47,89.0,大城　卓三,巨人,0.265,83.0,202.0,185.0,49.0,4.0,17.0,0.0,15.0,0.0,46.0,2.0,3.0,0.32,0.395,0.715,4.33,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,197.0,廣岡　大志,ヤクルト,0.209,45.0,125.0,115.0,24.0,2.0,10.0,0.0,5.0,0.0,36.0,4.0,2.0,0.24,0.313,0.5529999999999999,2.15,2.26,109.0,廣岡　大志,ヤクルト,0.25,11.0,31.0,28.0,7.0,0.0,1.0,0.0,2.0,1.0,11.0,0.0,1.0,0.32299999999999995,0.28600000000000003,0.608,2.98,2.93,3.0,廣岡　大志,ヤクルト,0.429,2.0,7.0,7.0,3.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.429,0.857,1.286,14.63,13.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.0,小関　翔太,楽天,0.0,7.0,9.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.125,0.0,0.125,-1.25,-0.91,268.0,小関　翔太,楽天,0.162,40.0,78.0,68.0,11.0,1.0,5.0,0.0,3.0,1.0,12.0,6.0,3.0,0.20800000000000002,0.221,0.429,0.48,0.64,276.0,小関　翔太,楽天,0.152,53.0,111.0,99.0,15.0,0.0,5.0,0.0,0.0,1.0,31.0,11.0,1.0,0.16,0.20199999999999999,0.36200000000000004,0.28,0.34
50,290.0,水口　大地,西武,0.0,10.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.77,-2.52,49.0,水口　大地,西武,0.28,56.0,51.0,50.0,14.0,0.0,4.0,5.0,1.0,0.0,6.0,0.0,1.0,0.294,0.34,0.634,2.69,2.61,2.0,水口　大地,西武,0.5,20.0,6.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,1.0,12.21,10.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,,,,,,,,148.0,肘井　竜蔵,ロッテ,0.23800000000000002,16.0,21.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.23800000000000002,0.28600000000000003,0.524,2.06,1.99,299.0,肘井　竜蔵,ロッテ,0.0,8.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.1,0.0,0.1,-1.83,-1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,4.0,金子　一輝,西武,0.35700000000000004,6.0,14.0,14.0,5.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.35700000000000004,0.643,1.0,5.37,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,138.0,デスパイネ,ソフトバンク,0.23800000000000002,116.0,469.0,407.0,97.0,29.0,74.0,0.0,55.0,4.0,93.0,0.0,13.0,0.33299999999999996,0.494,0.826,5.42,5.55,88.0,デスパイネ,ソフトバンク,0.262,136.0,545.0,478.0,125.0,35.0,103.0,3.0,59.0,5.0,119.0,0.0,14.0,0.34700000000000003,0.513,0.8590000000000001,6.01,6.09,61.0,デスパイネ,ロッテ,0.28,134.0,570.0,496.0,139.0,24.0,92.0,0.0,64.0,3.0,89.0,0.0,25.0,0.361,0.48,0.841,5.48,5.51,111.0,デスパイネ,ロッテ,0.258,103.0,409.0,353.0,91.0,18.0,62.0,0.0,49.0,4.0,89.0,0.0,9.0,0.35200000000000004,0.462,0.8140000000000001,5.60,5.63,25.0,デスパイネ,ロッテ,0.311,45.0,182.0,161.0,50.0,12.0,33.0,0.0,16.0,2.0,36.0,0.0,6.0,0.374,0.627,1.001,7.83,7.72
54,5.0,柳田　悠岐,ソフトバンク,0.35200000000000004,130.0,550.0,475.0,167.0,36.0,102.0,21.0,62.0,8.0,105.0,0.0,8.0,0.431,0.6609999999999999,1.092,10.41,10.02,22.0,柳田　悠岐,ソフトバンク,0.31,130.0,551.0,448.0,139.0,31.0,99.0,14.0,89.0,7.0,123.0,0.0,6.0,0.426,0.589,1.016,9.17,8.99,24.0,柳田　悠岐,ソフトバンク,0.306,120.0,536.0,428.0,131.0,18.0,73.0,23.0,100.0,8.0,97.0,0.0,8.0,0.446,0.523,0.9690000000000001,9.29,8.88,6.0,柳田　悠岐,ソフトバンク,0.363,138.0,605.0,502.0,182.0,34.0,99.0,32.0,88.0,14.0,101.0,0.0,9.0,0.469,0.631,1.101,11.39,10.81,18.0,柳田　悠岐,ソフトバンク,0.317,144.0,615.0,524.0,166.0,15.0,70.0,33.0,72.0,16.0,131.0,0.0,8.0,0.413,0.452,0.865,7.55,7.31
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.0,廣瀬　純,広島,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.70,-2.43,,,,,,,,,,,,,,,,,,,,,,187.0,廣瀬　純,広島,0.23399999999999999,60.0,148.0,124.0,29.0,2.0,14.0,0.0,17.0,1.0,23.0,2.0,6.0,0.322,0.33899999999999997,0.6609999999999999,3.16,3.47
56,8.0,坂本　勇人,巨人,0.345,109.0,502.0,441.0,152.0,18.0,67.0,9.0,61.0,0.0,83.0,0.0,4.0,0.424,0.537,0.9620000000000001,8.85,8.30,38.0,坂本　勇人,巨人,0.29100000000000004,142.0,614.0,539.0,157.0,15.0,61.0,14.0,68.0,3.0,85.0,1.0,16.0,0.37200000000000005,0.43,0.802,5.69,5.55,7.0,坂本　勇人,巨人,0.344,137.0,576.0,488.0,168.0,23.0,75.0,13.0,81.0,0.0,67.0,1.0,6.0,0.433,0.555,0.988,9.40,9.07,85.0,坂本　勇人,巨人,0.26899999999999996,130.0,558.0,479.0,129.0,12.0,68.0,10.0,65.0,0.0,79.0,9.0,5.0,0.353,0.401,0.754,5.27,5.27,74.0,坂本　勇人,巨人,0.27899999999999997,144.0,616.0,545.0,152.0,16.0,61.0,23.0,55.0,2.0,88.0,9.0,3.0,0.344,0.42,0.764,5.54,5.48
57,287.0,山田　遥楓,西武,0.059000000000000004,14.0,19.0,17.0,1.0,1.0,2.0,0.0,1.0,1.0,6.0,0.0,0.0,0.158,0.235,0.39299999999999996,0.56,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,168.0,細川　成也,DeNA,0.222,11.0,22.0,18.0,4.0,1.0,2.0,0.0,3.0,1.0,11.0,0.0,0.0,0.364,0.444,0.8079999999999999,6.06,6.11,6.0,細川　成也,DeNA,0.4,2.0,6.0,5.0,2.0,2.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.5,1.6,2.1,27.29,26.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,9.0,髙橋　大樹,広島,0.33299999999999996,6.0,16.0,15.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.375,0.4,0.775,4.71,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,152.0,杉谷　拳士,日本ハム,0.231,70.0,130.0,104.0,24.0,3.0,9.0,4.0,12.0,6.0,20.0,6.0,2.0,0.33899999999999997,0.35600000000000004,0.6940000000000001,4.11,4.34,261.0,杉谷　拳士,日本ハム,0.147,35.0,85.0,75.0,11.0,0.0,3.0,1.0,5.0,0.0,20.0,5.0,1.0,0.2,0.2,0.4,0.75,0.88,156.0,杉谷　拳士,日本ハム,0.24,62.0,138.0,104.0,25.0,0.0,9.0,4.0,11.0,0.0,23.0,23.0,1.0,0.313,0.308,0.621,2.97,2.86,31.0,杉谷　拳士,日本ハム,0.295,84.0,192.0,166.0,49.0,1.0,12.0,8.0,9.0,7.0,28.0,9.0,1.0,0.355,0.36700000000000005,0.723,4.44,4.37,233.0,杉谷　拳士,日本ハム,0.203,87.0,146.0,123.0,25.0,2.0,9.0,11.0,8.0,4.0,19.0,11.0,1.0,0.27399999999999997,0.317,0.591,3.17,3.21
61,,,,,,,,,,,,,,,,,,,,,,187.0,川端　崇義,オリックス,0.214,18.0,28.0,28.0,6.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.214,0.28600000000000003,0.5,1.85,1.77,229.0,川端　崇義,オリックス,0.19399999999999998,28.0,71.0,62.0,12.0,0.0,5.0,1.0,0.0,1.0,11.0,7.0,1.0,0.203,0.226,0.429,1.04,1.21,149.0,川端　崇義,オリックス,0.239,56.0,141.0,134.0,32.0,0.0,7.0,1.0,5.0,1.0,17.0,0.0,3.0,0.27,0.299,0.568,2.54,2.58,58.0,川端　崇義,オリックス,0.28800000000000003,65.0,184.0,156.0,45.0,2.0,16.0,6.0,12.0,7.0,25.0,7.0,5.0,0.36200000000000004,0.37200000000000005,0.733,4.66,4.63
62,,,,,,,,,,,,,,,,,,,,,,216.0,阿部　俊人,楽天,0.2,44.0,23.0,20.0,4.0,0.0,1.0,1.0,2.0,0.0,6.0,1.0,0.0,0.273,0.2,0.473,2.11,2.24,243.0,阿部　俊人,楽天,0.185,55.0,28.0,27.0,5.0,0.0,2.0,0.0,0.0,0.0,8.0,1.0,0.0,0.185,0.259,0.444,1.12,1.10,230.0,阿部　俊人,楽天,0.196,66.0,110.0,102.0,20.0,0.0,5.0,6.0,2.0,1.0,21.0,5.0,1.0,0.21899999999999997,0.235,0.45399999999999996,1.09,1.20,142.0,阿部　俊人,楽天,0.25,26.0,24.0,20.0,5.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,1.0,0.25,0.25,0.5,1.26,1.23
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.0,青松　敬鎔,ロッテ,0.2,3.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.2,0.4,0.77,0.88
64,261.0,髙城　俊人,DeNA,0.136,28.0,75.0,66.0,9.0,0.0,3.0,2.0,2.0,2.0,25.0,4.0,1.0,0.183,0.152,0.335,0.23,0.54,109.0,髙城　俊人,DeNA,0.25,29.0,61.0,56.0,14.0,0.0,4.0,0.0,3.0,0.0,15.0,2.0,1.0,0.28800000000000003,0.35700000000000004,0.645,3.05,3.01,271.0,髙城　俊人,DeNA,0.163,47.0,103.0,92.0,15.0,0.0,9.0,0.0,8.0,1.0,31.0,2.0,3.0,0.23800000000000002,0.185,0.42200000000000004,0.77,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,229.0,伊藤　光,オリックス,0.18899999999999997,103.0,239.0,196.0,37.0,5.0,23.0,0.0,18.0,2.0,47.0,22.0,2.0,0.263,0.332,0.594,2.66,2.76,154.0,伊藤　光,オリックス,0.24100000000000002,80.0,203.0,187.0,45.0,3.0,15.0,1.0,3.0,1.0,36.0,12.0,6.0,0.257,0.326,0.583,2.32,2.29,78.0,伊藤　光,オリックス,0.271,104.0,290.0,247.0,67.0,1.0,28.0,0.0,29.0,1.0,53.0,11.0,4.0,0.348,0.32799999999999996,0.6759999999999999,4.10,4.07,126.0,伊藤　光,オリックス,0.257,137.0,429.0,358.0,92.0,3.0,48.0,0.0,24.0,5.0,80.0,39.0,2.0,0.31,0.332,0.643,3.42,3.41
66,34.0,松山　竜平,広島,0.302,124.0,446.0,397.0,120.0,12.0,74.0,2.0,42.0,2.0,46.0,0.0,10.0,0.368,0.466,0.8340000000000001,6.24,6.07,15.0,松山　竜平,広島,0.326,120.0,387.0,350.0,114.0,14.0,77.0,0.0,31.0,0.0,45.0,0.0,8.0,0.375,0.534,0.909,7.26,7.08,47.0,松山　竜平,広島,0.29100000000000004,103.0,275.0,254.0,74.0,10.0,41.0,0.0,20.0,0.0,29.0,0.0,4.0,0.342,0.465,0.8059999999999999,5.80,5.67,60.0,松山　竜平,広島,0.27699999999999997,100.0,229.0,202.0,56.0,7.0,26.0,1.0,23.0,1.0,30.0,0.0,8.0,0.349,0.446,0.795,5.15,5.17,16.0,松山　竜平,広島,0.318,80.0,250.0,233.0,74.0,7.0,34.0,0.0,14.0,2.0,29.0,0.0,7.0,0.36,0.455,0.815,5.72,5.52
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.0,ガルシア,巨人,0.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-2.79,-2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,,,103.0,ロジャース,阪神,0.252,40.0,140.0,123.0,31.0,5.0,23.0,0.0,15.0,0.0,26.0,0.0,6.0,0.32899999999999996,0.431,0.759,4.43,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,167.0,金子　侑司,西武,0.223,111.0,356.0,310.0,69.0,1.0,34.0,32.0,34.0,3.0,53.0,6.0,5.0,0.303,0.27399999999999997,0.5770000000000001,2.97,3.13,64.0,金子　侑司,西武,0.272,90.0,320.0,283.0,77.0,5.0,34.0,25.0,27.0,1.0,49.0,5.0,5.0,0.33299999999999996,0.39899999999999997,0.733,4.78,4.78,87.0,金子　侑司,西武,0.265,129.0,520.0,460.0,122.0,1.0,33.0,53.0,40.0,6.0,69.0,13.0,5.0,0.331,0.311,0.642,3.94,3.90,187.0,金子　侑司,西武,0.22399999999999998,57.0,176.0,156.0,35.0,1.0,6.0,11.0,10.0,0.0,43.0,10.0,0.0,0.271,0.308,0.579,2.54,2.59,163.0,金子　侑司,西武,0.247,91.0,272.0,243.0,60.0,2.0,16.0,21.0,14.0,2.0,48.0,12.0,2.0,0.292,0.337,0.63,3.49,3.48
70,218.0,植田　海,阪神,0.192,104.0,243.0,198.0,38.0,0.0,1.0,19.0,25.0,2.0,55.0,18.0,5.0,0.289,0.19699999999999998,0.486,2.10,2.22,53.0,植田　海,阪神,0.278,13.0,22.0,18.0,5.0,0.0,0.0,1.0,1.0,0.0,6.0,3.0,0.0,0.316,0.278,0.594,2.54,2.54,299.0,植田　海,阪神,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,-8.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,290.0,實松　一成,日本ハム,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,302.0,實松　一成,巨人,0.0,14.0,13.0,8.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,1.0,0.0,0.33299999999999996,0.0,0.33299999999999996,1.35,1.62,120.0,實松　一成,巨人,0.25,19.0,33.0,28.0,7.0,1.0,1.0,0.0,4.0,0.0,7.0,1.0,0.0,0.344,0.39299999999999996,0.737,5.06,4.93,247.0,實松　一成,巨人,0.182,22.0,39.0,33.0,6.0,1.0,3.0,1.0,2.0,2.0,9.0,2.0,0.0,0.27,0.273,0.5429999999999999,2.62,2.85,285.0,實松　一成,巨人,0.136,14.0,27.0,22.0,3.0,0.0,1.0,1.0,3.0,0.0,8.0,2.0,2.0,0.24,0.136,0.376,0.14,0.32
72,290.0,釜元　豪,ソフトバンク,0.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-3.82,-3.56,302.0,釜元　豪,ソフトバンク,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.92,-2.7,299.0,釜元　豪,ソフトバンク,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.92,-2.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,28.0,西川　龍馬,広島,0.309,107.0,361.0,327.0,101.0,6.0,46.0,5.0,27.0,2.0,51.0,4.0,4.0,0.364,0.45,0.8140000000000001,6.04,5.72,58.0,西川　龍馬,広島,0.275,95.0,220.0,204.0,56.0,5.0,27.0,4.0,10.0,1.0,35.0,3.0,4.0,0.309,0.41700000000000004,0.725,4.46,4.43,39.0,西川　龍馬,広島,0.294,62.0,58.0,51.0,15.0,0.0,3.0,0.0,4.0,0.0,9.0,2.0,0.0,0.33899999999999997,0.392,0.731,4.68,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,200.0,横尾　俊建,日本ハム,0.207,74.0,210.0,193.0,40.0,9.0,24.0,0.0,9.0,4.0,45.0,2.0,5.0,0.255,0.358,0.612,2.65,2.96,146.0,横尾　俊建,日本ハム,0.239,50.0,149.0,134.0,32.0,7.0,20.0,0.0,11.0,3.0,45.0,0.0,2.0,0.309,0.418,0.727,4.47,4.65,291.0,横尾　俊建,日本ハム,0.11800000000000001,10.0,17.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.11800000000000001,0.11800000000000001,0.235,-0.90,-0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.0,松中　信彦,ソフトバンク,0.067,9.0,16.0,15.0,1.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,0.125,0.067,0.192,-1.26,-0.95,294.0,松中　信彦,ソフトバンク,0.111,33.0,33.0,27.0,3.0,0.0,4.0,0.0,4.0,1.0,6.0,0.0,0.0,0.242,0.14800000000000002,0.391,1.11,1.71
76,122.0,若月　健矢,オリックス,0.245,114.0,302.0,269.0,66.0,1.0,27.0,1.0,7.0,2.0,80.0,23.0,6.0,0.26899999999999996,0.305,0.574,2.39,2.36,212.0,若月　健矢,オリックス,0.20199999999999999,100.0,256.0,218.0,44.0,1.0,18.0,0.0,10.0,3.0,50.0,23.0,9.0,0.245,0.271,0.515,1.52,1.62,175.0,若月　健矢,オリックス,0.22699999999999998,85.0,262.0,229.0,52.0,0.0,20.0,0.0,4.0,6.0,42.0,23.0,5.0,0.259,0.284,0.5429999999999999,2.06,1.97,289.0,若月　健矢,オリックス,0.091,5.0,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.091,0.091,0.182,-2.08,-1.94,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.0,青松　慶侑,ロッテ,0.15,13.0,20.0,20.0,3.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.15,0.35,0.5,1.47,1.70,,,,,,,,,,,,,,,,,,,,,
78,264.0,西岡　剛,阪神,0.125,25.0,43.0,40.0,5.0,0.0,1.0,0.0,3.0,0.0,10.0,0.0,0.0,0.18600000000000003,0.2,0.386,0.62,0.73,166.0,西岡　剛,阪神,0.228,32.0,100.0,92.0,21.0,0.0,5.0,3.0,7.0,1.0,17.0,0.0,0.0,0.29,0.272,0.562,2.76,2.76,37.0,西岡　剛,阪神,0.295,55.0,205.0,190.0,56.0,0.0,15.0,6.0,13.0,2.0,25.0,0.0,5.0,0.34600000000000003,0.342,0.688,4.42,4.19,100.0,西岡　剛,阪神,0.262,50.0,196.0,172.0,45.0,2.0,14.0,1.0,22.0,1.0,21.0,0.0,5.0,0.34700000000000003,0.34299999999999997,0.69,3.99,3.99,184.0,西岡　剛,阪神,0.237,24.0,46.0,38.0,9.0,0.0,4.0,0.0,7.0,0.0,6.0,1.0,0.0,0.35600000000000004,0.368,0.7240000000000001,4.61,4.48
79,290.0,愛斗,西武,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.77,-2.52,302.0,愛斗,西武,0.0,9.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.16699999999999998,0.0,0.16699999999999998,-1.18,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,135.0,白崎　浩之,オリックス,0.239,30.0,73.0,67.0,16.0,1.0,9.0,0.0,3.0,2.0,20.0,0.0,1.0,0.28800000000000003,0.358,0.6459999999999999,3.50,3.56,233.0,白崎　浩之,DeNA,0.185,34.0,55.0,54.0,10.0,0.0,4.0,0.0,1.0,0.0,19.0,0.0,0.0,0.2,0.24100000000000002,0.441,1.12,1.16,207.0,白崎　浩之,DeNA,0.207,92.0,214.0,203.0,42.0,6.0,12.0,0.0,6.0,3.0,32.0,2.0,8.0,0.24100000000000002,0.35,0.59,2.16,2.22,184.0,白崎　浩之,DeNA,0.225,81.0,238.0,204.0,46.0,6.0,9.0,2.0,11.0,1.0,45.0,22.0,1.0,0.26899999999999996,0.368,0.636,2.92,2.96,187.0,白崎　浩之,DeNA,0.23399999999999999,101.0,240.0,209.0,49.0,1.0,11.0,4.0,16.0,0.0,50.0,15.0,4.0,0.289,0.297,0.586,2.65,2.62
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.0,吉持　亮汰,楽天,0.161,21.0,37.0,31.0,5.0,0.0,1.0,1.0,3.0,0.0,6.0,3.0,0.0,0.235,0.226,0.461,1.32,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0,内村　賢介,DeNA,0.179,28.0,46.0,39.0,7.0,0.0,1.0,2.0,2.0,0.0,9.0,5.0,0.0,0.22,0.179,0.39899999999999997,0.90,1.04,312.0,内村　賢介,DeNA,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.70,-2.43
83,,,,,,,,,,,,,,,,,,,,,,302.0,飯山　裕志,日本ハム,0.0,10.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-2.81,-2.57,10.0,飯山　裕志,日本ハム,0.33299999999999996,36.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.33299999999999996,0.667,1.0,8.40,7.02,128.0,飯山　裕志,日本ハム,0.25,75.0,29.0,24.0,6.0,0.0,4.0,0.0,1.0,0.0,6.0,4.0,0.0,0.28,0.33299999999999996,0.613,2.41,2.29,212.0,飯山　裕志,日本ハム,0.21600000000000003,84.0,62.0,51.0,11.0,0.0,4.0,0.0,5.0,0.0,15.0,6.0,1.0,0.28600000000000003,0.255,0.541,2.18,2.18
84,290.0,北村　拓己,巨人,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.70,-2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
